source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/candidates-views-on-the-issues/
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/future-of-prosperity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2QkejkK&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.2120008943e4768fb45544b0c71221a1.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/alexandra-glorioso
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/11/young-wall-street-for-pete-782204
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/219a706/2147483647/thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2019/11/13/trump-impeachment-hearings-070089
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/13/bloomberg-undaunted-782299
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=Why markets don't care about impeachment — Powell (gently) smacks down Trump — Warren claps back at billionaires &amp;body=https://www.politico.com/newsletters/morning-money/2019/11/14/why-markets-dont-care-about-impeachment-782367
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/9f68bc0/2147483647/thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscribe/breaking-news-alerts
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/14/why-markets-dont-care-about-impeachment-782367
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/terms
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/android-chrome-192x192.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/democratic-presidential-candidates/polls/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/5f20ff0/2147483647/thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/upcoming
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/u-s-china-trade-talks-hit-snag-over-farm-purchases-11573671418?mod=hp_lead_pos2
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/455743103;259774631;l
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/transportation
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-11-13/stock-futures-mixed-in-asia-treasuries-climb-markets-wrap?srnd=premium
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2019/11/13/public-impeachment-hearings-live-highlights-and-updates-070279
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2QkejkK&amp;text=Why markets don't care about impeachment &amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2019/11/as-warren-sanders-urge-fracking-ban-fed-chief-warns-of-consequences-1823440
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-podcast?=cid=mkt_energy_podcast_2019_q4_newsletter_pronls
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2019/11/kennedy-looks-to-curb-tech-expansion-into-banking-3973951
https://www.politico.com/tipsheets/morning-money	http://artificialintelligenceatwork.splashthat.com/Newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/aae155b/2147483647/thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://ourpublicservice.org/publications/partnership-for-public-service-to-relaunch-presidential-transition-efforts/
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/legislative-compass/bill/US_116_HR_4863/pro-bill-analysis
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/president/democratic-primary/candidates/fundraising-and-campaign-finance-tracker/
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/12/path-to-removing-donald-trump-from-office-229911
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/455743094;259774625;x
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/tag/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/08/the-bloomberg-run-is-real-782176
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/11/michael-bloomberg-2020-history-229913
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://ad.doubleclick.net/ddm/clk/455743121;259774640;l
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	mailto:bwhite@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/WomenRule
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/11/12/inside-trumps-big-economic-speech-782246
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.cnbc.com/2019/11/13/elizabeth-warren-blasts-billionaires-in-campaign-ad-calling-for-wealth-tax.html
https://www.politico.com/tipsheets/morning-money	https://www.amazon.com/Trade-War-Containers-Navigating-Bluster/dp/0997887141
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/what-works
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/10/cancer-health-care-reporter-229889
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/democratic-presidential-candidates/endorsements/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/11/10/joe-arpaio-arizona-latino-activists-elected-office-229906
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.americansecurities.org/
https://www.bloomberg.com/markets/economics	https://assets.bwbx.io/font-service/css/BWHaasGrotesk-55Roman-Web,BWHaasGrotesk-75Bold-Web,BW%20Haas%20Text%20Mono%20A-55%20Roman/font-face.css
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.mediamatters.org/	https://www.mediamatters.org/search
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-dismisses-impeachment-witnesses-nerdy-guys-dont-know-president-trump
https://www.mediamatters.org/	https://www.mediamatters.org/abortion-rights-and-reproductive-health
https://www.mediamatters.org/	https://www.mediamatters.org/roger-stone/jury-deliberates-roger-stone-sends-message-alex-jones-please-pardon-me-president-trump
https://www.mediamatters.org/	https://www.mediamatters.org/climate-energy
https://www.mediamatters.org/	https://www.mediamatters.org/brian-kilmeade/right-wing-medias-ugly-and-desperate-smear-against-army-lt-col-alexander-vindman
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/it-categorically-wrong-blame-mental-illness-mass-shootings-heres-why
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/despite-networks-rules-fox-contributor-named-alleged-whistleblower-air
https://www.mediamatters.org/	https://www.mediamatters.org/cnn/cnns-sean-duffy-joins-leading-lobbying-firm-creating-untold-conflicts-interest-network
https://www.mediamatters.org/	https://www.mediamatters.org/facebook/how-facebook-being-used-anti-abortion-organizing-tool
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/no-fox-news-impeachment-witness-didnt-hold-secret-talks-dem-staffer
https://www.mediamatters.org/	https://www.mediamatters.org/take-action
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/how-fox-news-pushed-propaganda-about-el-paso-mass-shooting
https://www.mediamatters.org/	https://www.mediamatters.org/#youtube
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/presidency-one-means-nation-ruled-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/laura-ingraham/laura-ingraham-attempted-bribery-isnt-constitution
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/ken-starr-bemoans-we-are-living-culture-impeachment
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/daca-goes-supreme-court-cbs-and-nbc-push-trumps-lie-about-dreamers
https://www.mediamatters.org/	https://www.mediamatters.org/ed-henry/right-wing-medias-desire-confront-trumps-accuser-fails-laugh-test
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/lou-dobbs/lou-dobbs-guest-joe-digenova-says-george-soros-controls-large-part-state-department-and
https://www.mediamatters.org/	https://www.mediamatters.org/submissions
https://www.mediamatters.org/	https://www.mediamatters.org/national-review/new-right-wing-defense-trump-too-incompetent-be-impeached
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/sean-hannity-says-hes-calling-republican-senators-offices-and-urging-them
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-admitting-more-migrants-america-fastest-way-make-it-place-you-wouldnt
https://www.mediamatters.org/	https://www.mediamatters.org/family-research-council/more-half-top-us-newspapers-failed-cover-trumps-anti-lgbtq-foster-care-and
https://www.mediamatters.org/	https://www.mediamatters.org/sexual-harassment-sexual-assault/forty-three-new-women-came-forward-describe-assault-and-harassment
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_vUt0GK4OfEXUi5i0VJuEV9nf8bDJwmJWZVb1Ca5G1yM.css?q05dow
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-issues-orders-republican-senators-who-question-and-what-ask-during
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/#study
https://www.mediamatters.org/	https://www.mediamatters.org/white-nationalism/stephen-miller-emails-reveal-white-nationalist-origin-fox-news-talking-points
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-ramps-its-laser-focused-coverage-homelessness-us-cities
https://www.mediamatters.org/	https://www.mediamatters.org/bret-baier/fox-anchor-bret-baier-amplifies-misleading-gop-questioning-during-house-intelligence
https://www.mediamatters.org/	https://www.mediamatters.org/#tumblr
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/just-3-broadcast-tv-news-segments-california-wildfires-connected-them-climate
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/right-wing-media-built-texas-government-investigation-custody-battle-over-trans-child
https://www.mediamatters.org/	https://www.mediamatters.org/sites/default/files/css/css_ZBVNEs2JVczlRdwgwOXCHB7L17MI9_YvHqTgin9ESaY.css?q05dow
https://www.mediamatters.org/	https://www.mediamatters.org/ainsley-earhardt/ainsley-earhardt-smiling-face-fox-news-propaganda
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/following-bill-taylors-damning-testimony-right-wing-media-works-defend
https://www.mediamatters.org/	https://www.mediamatters.org/homepage
https://www.mediamatters.org/	https://www.mediamatters.org/sinclair-broadcast-group/sinclairs-newest-lobbyist-former-breitbart-writer-and-trump-official-who
https://www.mediamatters.org/	https://www.mediamatters.org/war-christmas/impeachment-looms-podcaster-joins-fox-friends-rant-about-christmas-trees
https://www.mediamatters.org/	https://www.mediamatters.org/national-rifle-association/nra-board-member-shares-extremist-militia-branded-meme-blames-shootings
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry
https://www.mediamatters.org/	https://www.youtube.com/channel/UC_70iWZ6ym2cglS_kv5YfmA
https://www.mediamatters.org/	https://www.mediamatters.org/roger-stone/former-nsc-staffer-fiona-hill-testified-about-receiving-death-threats-after-being
https://www.mediamatters.org/	https://www.mediamatters.org/#facebook
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-news-defends-trump-after-mick-mulvaney-admits-quid-pro-quo-ukraine
https://www.mediamatters.org/	https://www.mediamatters.org/star-parker/fox-guest-star-parker-dismisses-transgender-people-gender-noise
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/many-many-conflicting-and-shifting-defenses-trumps-ukraine-scandal-right
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/fox-friends-worries-wealth-tax-would-cause-billionaires-have-sell-island
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/tucker-carlson-says-critics-don-cherrys-anti-immigrant-rant-are-fascists-no-real
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/msnbc/msnbcs-rachel-maddow-highlights-new-example-anti-abortion-extremism-missouri
https://www.mediamatters.org/	https://www.mediamatters.org/shannon-bream/fox-news-anchor-shannon-bream-regularly-amplifies-anti-abortion-lies-her-prime-time
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/covering-climate-nows-innovative-model-sets-new-standard-more-and-better-climate
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-straight-news-anchor-martha-maccallum-suggests-entire-ukraine-bribery
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://www.mediamatters.org/guns-public-safety
https://www.mediamatters.org/	https://www.mediamatters.org/john-solomon/how-conservative-writer-john-solomon-served-conduit-rudy-giulianis-ukraine-conspiracy
https://www.mediamatters.org/	https://www.mediamatters.org/new-york-times/new-york-times-already-botching-impeachment-just-look-daily
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/sean-hannity-tells-listeners-ignore-what-they-hear-and-see-hearings-because-there
https://www.mediamatters.org/	https://www.instagram.com/mediamattersforamerica/
https://www.mediamatters.org/	https://www.mediamatters.org/#audio
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/judicial-watch/right-wing-media-tries-smear-former-ukraine-ambassador-marie-yovanovitch
https://www.mediamatters.org/	https://www.mediamatters.org/immigration/media-coverage-trumps-attacks-somali-refugees-shows-his-racist-incitement-has-become
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/impeachment-hearings-begin-sean-hannity-tells-viewers-everything-youre-going-see-next
https://www.mediamatters.org/	https://www.mediamatters.org/#search
https://www.mediamatters.org/	https://www.mediamatters.org/lgbtq
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trump-administrations-endless-information-security-breaches-show-how-mainstream
https://www.mediamatters.org/	https://www.mediamatters.org/rudy-giuliani/did-hill-pay-rudy-giuliani-travel-london
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/white-house-press-briefing-now-takes-place-fox-news
https://www.mediamatters.org/	https://www.mediamatters.org/audio-video
https://www.mediamatters.org/	https://www.mediamatters.org/studies
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/hannity-denies-talking-anyone-ukraine-hes-hosted-lawyers-ukrainian-oligarch-repeatedly
https://www.mediamatters.org/	https://www.mediamatters.org/tucker-carlson/watch-tucker-carlsons-disingenuous-claims-conservatives-being-censored-get-called
https://www.mediamatters.org/	https://www.mediamatters.org/lou-dobbs/judicial-watchs-tom-fitton-worst-part-impeachment-inquiry-protection-alleged
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/timeline-how-fox-news-abortion-meltdown-fueled-2020-talking-point
https://www.mediamatters.org/	https://www.mediamatters.org/rudy-giuliani
https://www.mediamatters.org/	https://www.mediamatters.org/#video
https://www.mediamatters.org/	https://www.mediamatters.org/marc-thiessen/right-wing-intellectuals-defend-trump-he-too-inept-be-impeached
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-friends-drastically-waters-down-bombshell-testimony-acting-ambassador
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/anti-immigrant-group-white-nationalist-connections-says-it-has-met-white-house-aides
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/brian-kilmeade-compares-trumps-withholding-ukrainian-military-aid-during
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/mainstream-media-are-portraying-trumps-syria-deal-cease-fire-while-fox-news-praises-it-win
https://www.mediamatters.org/	https://www.mediamatters.org/marc-thiessen/fox-news-contributor-marc-thiessen-says-criticism-anti-lgbtq-positions-anti-catholic
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/emergency-room-doctor-writes-vice-about-need-destigmatize-educate-self-managed
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/trumps-ukraine-scandal-fox-news-story
https://www.mediamatters.org/	https://www.mediamatters.org/#article
https://www.mediamatters.org/	https://www.mediamatters.org/contact-us
https://www.mediamatters.org/	https://www.mediamatters.org/themes/custom/mmfa_theme/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-news-contributor-extortion-isnt-crime-foreign-relations
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-news-uses-screen-graphics-push-pro-trump-lies-during-impeachment
https://www.mediamatters.org/	https://www.mediamatters.org/#narrative
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.mediamatters.org/laura-ingraham/laura-ingraham-2020-election-about-preserving-our-history-and-our-heritage
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/sunday-morning-political-shows-completely-ignore-extreme-weather-and-trump
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/foxs-charles-hurt-complains-democrats-are-using-squirrely-words-quid-pro
https://www.mediamatters.org/	https://twitter.com/mmfa
https://www.mediamatters.org/	https://mediamattersforamerica.tumblr.com/
https://www.mediamatters.org/	https://www.mediamatters.org/news-analysis
https://www.mediamatters.org/	https://www.mediamatters.org/#twitter
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
